available_migs,bandwidth_allocation_sum,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_size_violation,compute_delay_ms,delay,epoch,is_warmup,kl_sum,max_bandwidth_share,mean_l1,mean_l2,min_bandwidth_share,penalty,physical_cluster_count,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count,virtual_cluster_count
2,1.0,100000000.0,0.0,2.60770320892334e-08,0.0,288.51440007565543,0.688713381889678,1,True,1.3016383932243325,0.3239358961582184,1.6,4.8,0.014487076550722122,2.60770320892334e-08,2,-0.9951759136340373,134348.8,1343488.0,1,,688.713381889678,0.0171875,4.615910387039184,400.19898181402266,10,2
2,0.9999998807907104,100000000.0,1.1920928955078125e-07,0.0,0.0,193.85619997046888,1.500131315182063,1,True,1.2200456283580707,0.376210480928421,2.8,5.4,0.012853134423494339,0.0,2,-1.3600884717700668,576716.8,5767168.0,2,,1500.131315182063,0.0265625,4.57637722492218,1377.6901152246699,10,2
2,1.0,100000000.0,0.0,4.842877388000488e-08,0.0,229.12699991138652,1.455680845496726,1,True,1.3590746332551698,0.3694397211074829,2.2,6.0,0.012267926707863808,4.842877388000488e-08,2,-1.4073777878047218,773324.8,7733248.0,3,,1455.680845496726,0.009375,4.665070736408234,1226.5538455853396,10,2
2,1.0,100000000.0,0.0,1.30385160446167e-08,0.0,228.93219999969006,1.3356995662327533,2,True,1.3095830513894557,0.37507757544517517,0.7,2.3,0.026744188740849495,1.30385160446167e-08,2,-1.3226413218496207,748748.8,7487488.0,1,,1335.6995662327533,0.0234375,4.457959163188934,1106.7673662330633,10,2
2,1.0,100000000.0,0.0,2.7008354663848877e-08,0.0,193.61580000258982,1.0358065075096414,2,True,1.1056572168792007,0.5504546761512756,3.4,6.0,0.010589368641376495,2.7008354663848877e-08,2,-1.0707318892027757,419430.4,4194304.0,2,,1035.8065075096415,0.028125,4.419761157035827,842.1907075070515,10,2
2,0.9999998807907104,100000000.0,1.1920928955078125e-07,0.0,0.0,304.3077000766061,1.2556454914993993,2,True,2.2845603369389034,0.7193590402603149,4.6,6.0,0.01081119291484356,0.0,2,-1.7701029142191513,222822.4,2228224.0,3,,1255.6454914993992,0.015625,4.5049777865409855,1206.866691554842,10,2
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,227.8720000758767,2.3423930420085557,3,True,1.348369109239433,0.4664769172668457,4.1,5.4,0.013642839156091213,0.0,2,-1.8453810756239943,406323.2,4063232.0,1,,2342.3930420085558,0.01875,4.437249004840851,2245.4565419593596,10,2
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,195.01669995952398,0.8648702873533303,3,True,1.2389287993374403,0.38789352774620056,4.2,6.0,0.01280355453491211,0.0,2,-1.0518995433453853,288358.4,2883584.0,2,,864.8702873533302,0.0140625,4.489849734306335,740.309687381302,10,2
2,1.0,100000000.0,0.0,4.470348358154297e-08,0.0,191.045000043232,0.7911014131487241,3,True,1.243254902053291,0.5213218927383423,4.6,6.0,0.012569256126880646,4.470348358154297e-08,2,-1.017178202304491,183500.8,1835008.0,3,,791.1014131487241,0.025,4.493920230865479,663.0152131647696,10,2
2,1.0,100000000.0,0.0,6.426125764846802e-08,0.0,194.65839996701106,1.346582172013539,4,True,1.1819516242947816,0.6486398577690125,2.6,4.8,0.011714334599673748,6.426125764846802e-08,2,-1.264266962415418,734003.2,7340032.0,1,,1346.5821720135389,0.0265625,4.492698168754577,1222.6702719751736,10,2
