available_migs,bandwidth_allocation_sum,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_size_violation,compute_delay_ms,delay,epoch,is_warmup,kl_sum,max_bandwidth_share,mean_l1,mean_l2,min_bandwidth_share,penalty,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,380.95669995527714,5.428942078603693,1,True,1.6903515909254379,0.6490975022315979,2.6,4.4,0.010151565074920654,0.0,-3.5596468347645653,865075.2,8650752.0,1,,5428.942078603693,0.0265625,4.561936783790588,5047.9853786484155,10
2,1.0,100000000.0,0.0,1.0244548320770264e-08,0.0,291.39410000061616,0.6838247115473263,1,True,1.9208550815557754,0.34656620025634766,5.0,6.0,0.010178699158132076,1.0244548320770264e-08,-1.3023399067960992,131072.0,1310720.0,2,,683.8247115473263,0.0078125,4.720955729484558,392.4306115467101,10
2,1.0,100000000.0,0.0,5.4016709327697754e-08,0.0,268.7375000095926,1.0120398232369987,1,True,1.5000942326121907,0.5338254570960999,4.2,6.0,0.01009446382522583,5.4016709327697754e-08,-1.256067081941304,235929.6,2359296.0,3,,1012.0398232369987,0.0171875,4.623338985443115,743.302323227406,10
2,1.0,100000000.0,0.0,9.313225746154785e-09,0.0,288.53409993462265,2.2545509976405205,2,True,2.1005953955011574,0.46171900629997253,2.3,4.2,0.010266423225402832,9.313225746154785e-09,-2.1775732058840647,956825.6,9568256.0,1,,2254.5509976405206,0.034375,4.394422030448913,1966.016897705898,10
2,1.0,100000000.0,0.0,3.725290298461914e-09,0.0,272.91770005831495,0.6837704557201058,2,True,1.6427515007669888,0.6043046116828918,4.8,5.8,0.010028600692749023,3.725290298461914e-09,-1.1632609819688375,157286.4,1572864.0,2,,683.7704557201057,0.0328125,4.482460641860962,608.170455621758,10
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,228.7339000031352,2.730684314328998,2,True,1.3624302024599548,0.7019290924072266,0.7,2.9,0.010137064382433891,0.0,-2.0465572583944764,748748.8,7487488.0,3,,2730.684314328998,0.03125,4.445663607120514,2501.9504143258628,10
2,1.0,100000000.0,0.0,3.725290298461914e-08,0.0,225.0287000206299,2.4517300880383117,3,True,1.45454481828405,0.7420451641082764,1.0,4.7,0.010329127311706543,3.725290298461914e-08,-1.953137490414084,1048576.0,10485760.0,1,,2451.730088038312,0.0328125,4.394387245178223,2226.701388017682,10
2,0.9999998807907104,100000000.0,1.1920928955078125e-07,0.0,0.0,261.4037999883294,2.4740802687396215,3,True,1.6240351926187946,0.5985351800918579,1.4,3.4,0.01010209321975708,0.0,-2.049057730679208,943718.4,9437184.0,2,,2474.0802687396217,0.0203125,4.516071128845215,2212.6764687512923,10
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,288.93070004414767,0.5924788875405329,3,True,2.1806295567980563,0.6378763914108276,5.0,6.0,0.01016002893447876,0.0,-1.3865542221692946,131072.0,1310720.0,3,,592.4788875405329,0.0296875,4.426676964759826,318.9774324744355,10
2,1.0,100000000.0,0.0,1.955777406692505e-08,0.0,224.81640003388748,2.6645576388240992,4,True,1.3515776599609997,0.6647347211837769,3.8,5.4,0.010109791532158852,1.955777406692505e-08,-2.0080676689503236,406323.2,4063232.0,1,,2664.5576388240993,0.0359375,4.34553564786911,2572.2262388576023,10
