available_migs,bandwidth_allocation_sum,bandwidth_hz,bandwidth_unused,bandwidth_violation,cluster_size_violation,compute_delay_ms,delay,epoch,is_warmup,kl_sum,max_bandwidth_share,mean_l1,mean_l2,min_bandwidth_share,penalty,reward,smashed_data_bytes_per_client_mean,smashed_data_bytes_total,station_id,test_accuracy,total_delay_ms,train_accuracy,train_loss,tx_delay_ms,vehicle_count
2,1.0,100000000.0,0.0,2.60770320892334e-08,0.0,362.7619999460876,0.7629609817601102,1,True,1.3016383932243325,0.3239358961582184,1.6,4.8,0.014487076550722122,2.60770320892334e-08,-1.0322997135692535,134348.8,1343488.0,1,,762.9609817601101,0.0171875,4.6159072637557985,400.19898181402266,10
2,0.9999998807907104,100000000.0,1.1920928955078125e-07,0.0,0.0,190.47209998825565,1.4983828152558833,1,True,1.2200456283580707,0.376210480928421,2.8,5.4,0.012853134423494339,0.0,-1.359214221806977,576716.8,5767168.0,2,,1498.3828152558833,0.0265625,4.576377367973327,1377.6901152246699,10
2,1.0,100000000.0,0.0,4.842877388000488e-08,0.0,230.31729995273054,1.45687114553807,1,True,1.3590746332551698,0.3694397211074829,2.2,6.0,0.012267926707863808,4.842877388000488e-08,-1.4079729378253938,773324.8,7733248.0,3,,1456.87114553807,0.009375,4.6650745391845705,1226.5538455853396,10
2,1.0,100000000.0,0.0,1.30385160446167e-08,0.0,225.37599998759106,1.3321433662206543,2,True,1.3095830513894557,0.37507757544517517,0.7,2.3,0.026744188740849495,1.30385160446167e-08,-1.3208632218435712,748748.8,7487488.0,1,,1332.1433662206543,0.0234375,4.457813537120819,1106.7673662330633,10
2,1.0,100000000.0,0.0,2.7008354663848877e-08,0.0,192.7259000367485,1.0349166075438,2,True,1.1056572168792007,0.5504546761512756,3.4,6.0,0.010589368641376495,2.7008354663848877e-08,-1.070286939219855,419430.4,4194304.0,2,,1034.9166075438002,0.028125,4.419879055023193,842.1907075070515,10
2,0.9999998807907104,100000000.0,1.1920928955078125e-07,0.0,0.0,299.5652999961749,1.2596220915694176,2,True,2.2845603369389034,0.7193590402603149,4.6,6.0,0.01081119291484356,0.0,-1.7720912142541605,222822.4,2228224.0,3,,1259.6220915694175,0.015625,4.505009233951569,1206.866691554842,10
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,228.92140003386885,2.34306634201312,3,True,1.348369109239433,0.4664769172668457,4.1,5.4,0.013642839156091213,0.0,-1.8457177256262765,406323.2,4063232.0,1,,2343.06634201312,0.01875,4.437605834007263,2245.4565419593596,10
2,0.9999999403953552,100000000.0,5.960464477539063e-08,0.0,0.0,195.19170001149178,0.8658444873207891,3,True,1.2389287993374403,0.38789352774620056,4.2,6.0,0.01280355453491211,0.0,-1.0523866433291147,288358.4,2883584.0,2,,865.8444873207891,0.0140625,4.489579749107361,740.309687381302,10
2,1.0,100000000.0,0.0,4.470348358154297e-08,0.0,189.75720007438213,0.7897927131371466,3,True,1.243254902053291,0.5213218927383423,4.6,6.0,0.012569256126880646,4.470348358154297e-08,-1.0165238522987023,183500.8,1835008.0,3,,789.7927131371466,0.025,4.493880748748779,663.0152131647696,10
2,1.0,100000000.0,0.0,6.426125764846802e-08,0.0,193.2326999376528,1.3481993721040888,4,True,1.1819516242947816,0.6486398577690125,2.6,4.8,0.011714334599673748,6.426125764846802e-08,-1.2650755624606929,734003.2,7340032.0,1,,1348.1993721040888,0.0265625,4.493042516708374,1222.6702719751736,10
2,1.0,100000000.0,0.0,2.3283064365386963e-08,0.0,227.70370001671836,2.422588156670068,4,True,1.382337686592082,0.5903922319412231,2.4,5.0,0.011673688888549805,2.3283064365386963e-08,-1.9024629449141395,681574.4,6815744.0,2,,2422.588156670068,0.0265625,4.463052129745483,2331.6836566256516,10
